time,symbol,open,high,low,close,volume
2025-05-21,AWE/USDT,0.07042,0.0715,0.06,0.06785,121991776.0
2025-05-22,AWE/USDT,0.06783,0.07188,0.06713,0.06884,72637474.0
2025-05-23,AWE/USDT,0.06882,0.06882,0.06407,0.0644,25900581.0
2025-05-24,AWE/USDT,0.06439,0.06824,0.0635,0.06652,26994955.0
2025-05-25,AWE/USDT,0.06652,0.06918,0.06385,0.06472,27960307.0
2025-05-26,AWE/USDT,0.06477,0.0685,0.06477,0.06626,17070093.0
2025-05-27,AWE/USDT,0.06621,0.06777,0.06538,0.06609,17020986.0
2025-05-28,AWE/USDT,0.06608,0.06628,0.06208,0.06333,24401822.0
2025-05-29,AWE/USDT,0.0633,0.0635,0.0607,0.06171,19558943.0
2025-05-30,AWE/USDT,0.06171,0.06173,0.05578,0.05668,43798346.0
2025-05-31,AWE/USDT,0.05667,0.05985,0.05253,0.05805,39597800.0
2025-06-01,AWE/USDT,0.05809,0.06425,0.05612,0.06367,43462205.0
2025-06-02,AWE/USDT,0.06371,0.06733,0.06277,0.0655,46506296.0
2025-06-03,AWE/USDT,0.0655,0.06924,0.06306,0.06325,21572498.0
2025-06-04,AWE/USDT,0.06327,0.06981,0.0619,0.06495,25793350.0
2025-06-05,AWE/USDT,0.06491,0.06491,0.05253,0.05399,37118849.0
2025-06-06,AWE/USDT,0.05397,0.0544,0.05062,0.05077,19050373.0
2025-06-07,AWE/USDT,0.05071,0.05254,0.05025,0.05129,19703715.0
2025-06-08,AWE/USDT,0.05133,0.05319,0.05078,0.05197,10400414.0
2025-06-09,AWE/USDT,0.05197,0.05581,0.05079,0.05461,31370801.0
2025-06-10,AWE/USDT,0.05463,0.05613,0.05283,0.05484,15897936.0
2025-06-11,AWE/USDT,0.05482,0.05484,0.05168,0.05228,8538917.0
2025-06-12,AWE/USDT,0.05231,0.05487,0.05001,0.05033,47939095.0
2025-06-13,AWE/USDT,0.05028,0.05362,0.04752,0.05299,36580769.0
2025-06-14,AWE/USDT,0.05298,0.05308,0.05092,0.05237,18124664.0
2025-06-15,AWE/USDT,0.05237,0.0534,0.0512,0.0517,8681915.0
2025-06-16,AWE/USDT,0.0517,0.0534,0.05153,0.05169,16671611.0
2025-06-17,AWE/USDT,0.05171,0.05291,0.0506,0.05092,15470049.0
2025-06-18,AWE/USDT,0.05098,0.05138,0.04995,0.05085,9856950.0
2025-06-19,AWE/USDT,0.05088,0.05158,0.05038,0.05143,10187289.0
2025-06-20,AWE/USDT,0.05146,0.05552,0.05146,0.0533,57775238.0
2025-06-21,AWE/USDT,0.05331,0.05402,0.05055,0.05157,15768161.0
2025-06-22,AWE/USDT,0.05157,0.05223,0.04859,0.05085,13490398.0
2025-06-23,AWE/USDT,0.05084,0.0552,0.04962,0.05476,14651882.0
2025-06-24,AWE/USDT,0.05476,0.05582,0.0537,0.05511,12800141.0
2025-06-25,AWE/USDT,0.05517,0.05835,0.05503,0.05791,21491316.0
2025-06-26,AWE/USDT,0.05798,0.05952,0.05548,0.05553,17948359.0
2025-06-27,AWE/USDT,0.05557,0.05714,0.05278,0.05469,21001570.0
2025-06-28,AWE/USDT,0.05466,0.056,0.05404,0.05554,4987705.0
2025-06-29,AWE/USDT,0.05554,0.05709,0.05461,0.05696,24777035.0
2025-06-30,AWE/USDT,0.05698,0.05726,0.05488,0.05541,21468737.0
2025-07-01,AWE/USDT,0.05539,0.05661,0.05355,0.0547,16503262.0
2025-07-02,AWE/USDT,0.05471,0.09267,0.05314,0.06311,208937239.0
2025-07-03,AWE/USDT,0.06308,0.07777,0.05909,0.06143,216705306.0
2025-07-04,AWE/USDT,0.06142,0.06468,0.05757,0.06006,67789249.0
2025-07-05,AWE/USDT,0.06005,0.06008,0.0568,0.05746,18552192.0
2025-07-06,AWE/USDT,0.05745,0.05745,0.05533,0.05657,19526005.0
2025-07-07,AWE/USDT,0.05658,0.0578,0.05481,0.05519,17322650.0
2025-07-08,AWE/USDT,0.05517,0.05713,0.05512,0.05638,19541106.0
2025-07-09,AWE/USDT,0.05636,0.05704,0.05545,0.05681,8815869.0
2025-07-10,AWE/USDT,0.05681,0.05801,0.0546,0.05723,19907920.0
2025-07-11,AWE/USDT,0.05729,0.0582,0.05573,0.05668,29589553.0
2025-07-12,AWE/USDT,0.05668,0.05864,0.0555,0.05687,25612255.0
2025-07-13,AWE/USDT,0.05686,0.05975,0.05614,0.05961,25302180.0
2025-07-14,AWE/USDT,0.05954,0.06161,0.05742,0.05857,29190487.0
2025-07-15,AWE/USDT,0.05862,0.06117,0.05663,0.06052,30304230.0
2025-07-16,AWE/USDT,0.06047,0.06059,0.05904,0.05971,10544263.0
2025-07-17,AWE/USDT,0.05972,0.06073,0.05752,0.05927,15164923.0
2025-07-18,AWE/USDT,0.05933,0.06013,0.057,0.05846,16693540.0
2025-07-19,AWE/USDT,0.05843,0.05869,0.05717,0.05807,7578090.0
2025-07-20,AWE/USDT,0.05809,0.05963,0.05788,0.05928,24711005.0
2025-07-21,AWE/USDT,0.05924,0.06042,0.05854,0.05994,28553496.0
2025-07-22,AWE/USDT,0.05995,0.06214,0.05824,0.061,26234235.0
2025-07-23,AWE/USDT,0.06098,0.06988,0.05813,0.05904,67121831.0
2025-07-24,AWE/USDT,0.05904,0.068,0.058,0.06095,62075850.0
2025-07-25,AWE/USDT,0.06095,0.06242,0.05525,0.05799,32756344.0
2025-07-26,AWE/USDT,0.05804,0.05869,0.05699,0.05785,10243761.0
2025-07-27,AWE/USDT,0.05787,0.0588,0.05726,0.05833,5900852.0
2025-07-28,AWE/USDT,0.05831,0.05841,0.05423,0.05458,8970872.0
2025-07-29,AWE/USDT,0.05448,0.05736,0.05186,0.05308,28068210.0
2025-07-30,AWE/USDT,0.05303,0.05323,0.05107,0.05323,10351242.0
2025-07-31,AWE/USDT,0.05333,0.0544,0.0512,0.05156,10411317.0
2025-08-01,AWE/USDT,0.05158,0.05171,0.04892,0.05009,10585683.0
2025-08-02,AWE/USDT,0.05009,0.05108,0.04839,0.04912,9224028.0
2025-08-03,AWE/USDT,0.04926,0.05036,0.04844,0.05001,4792553.0
2025-08-04,AWE/USDT,0.05001,0.05978,0.04979,0.05635,82314240.0
2025-08-05,AWE/USDT,0.05632,0.05702,0.05206,0.05287,21471239.0
2025-08-06,AWE/USDT,0.05295,0.05316,0.05111,0.05272,7024729.0
2025-08-07,AWE/USDT,0.05278,0.058,0.05192,0.05603,51095404.0
2025-08-08,AWE/USDT,0.05604,0.05913,0.05554,0.05843,33567295.0
2025-08-09,AWE/USDT,0.05845,0.06036,0.05708,0.0582,37648992.0
2025-08-10,AWE/USDT,0.05819,0.05836,0.05643,0.05764,8700148.0
2025-08-11,AWE/USDT,0.05755,0.05832,0.05338,0.05378,15150857.0
2025-08-12,AWE/USDT,0.05383,0.05505,0.05319,0.05486,17344387.0
2025-08-13,AWE/USDT,0.05487,0.05508,0.05378,0.05454,11974164.0
2025-08-14,AWE/USDT,0.05459,0.05469,0.05051,0.05103,26898525.0
2025-08-15,AWE/USDT,0.05102,0.05226,0.05052,0.05142,13818743.0
2025-08-16,AWE/USDT,0.05136,0.05224,0.05031,0.0514,23776970.0
2025-08-17,AWE/USDT,0.05136,0.05187,0.05107,0.05121,8245351.0
2025-08-18,AWE/USDT,0.05121,0.0534,0.04932,0.05206,39501458.0
2025-08-19,AWE/USDT,0.0521,0.05291,0.05067,0.05127,8191819.0
